Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Hotel_number_reviews,Reviewer_number_reviews,Review_Score,Review,Review_Type
Avenida Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,6/3/2017,8.3,Fairmont Rey Juan Carlos I, Saudi Arabia ,1068,2,7.1, Slow check in,Good_review
1 1 Shortlands Hammersmith and Fulham London W6 8DR UK,10/20/2015,8.3,Novotel London West, United Kingdom ,2443,1,10.0, Location comfort cleanliness excellent,Good_review
Dam Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,7/14/2017,8.4,NH Collection Amsterdam Grand Hotel Krasnapolsky, United Kingdom ,4686,1,7.5, Good choice,Good_review
Vijzelstraat Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,12/22/2015,7.0,NH Carlton Amsterdam, United Kingdom ,4231,1,10.0, Spacious room quiet area of hotel,Good_review
Wrights Wrights Lane Kensington and Chelsea London W8 5SP UK,7/5/2016,7.8,Holiday Inn London Kensington, Germany ,5945,1,7.9, Room was a little cramped  Food and service were very good ,Good_review
9 9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD UK,3/16/2017,8.6,Radisson Blu Edwardian Bloomsbury Street, United Kingdom ,1641,8,7.1, The bed was uncomfortable,Good_review
Lakeside Lakeside Way Brent London HA9 0BU UK,3/29/2016,8.8,Hilton London Wembley, United Kingdom ,4305,2,9.6, every thing was excellent The hotel room was very spacious,Good_review
30 30 John Islip St Westminster Borough London SW1P 4DD UK,1/16/2016,8.5,DoubleTree by Hilton London Westminster, Singapore ,3269,1,10.0, Nil Big room quiet,Good_review
Scarsdale Scarsdale Place Kensington Kensington and Chelsea London W8 5SY UK,12/19/2016,8.1,Copthorne Tara Hotel London Kensington, Ireland ,7105,2,8.8, bar bit dreary not much atmosphere nice size rooms and good toiletries,Good_review
27 27 Devonshire Terrace Westminster Borough London W2 3DP UK,8/14/2015,8.1,Park Grand Paddington Court, South Africa ,6608,11,9.2, Staff very helpful and friendly,Good_review
Great Great Cumberland Place Westminster Borough London W1H 7DL UK,8/3/2016,7.5,The Cumberland A Guoman Hotel, United Kingdom ,5180,1,10.0, Excellent,Good_review
Rennweg Rennweg 16 03 Landstra e 1030 Vienna Austria,8/23/2016,8.9,Austria Trend Hotel Savoyen Vienna, Hong Kong ,4016,2,10.0, Convenient location next to Belvedere Museum ,Good_review
1 1 8 Russell Square Camden London WC1B 5BE UK,2/21/2016,8.0,The Principal London, United Kingdom ,3150,4,7.9, I have no negative comments Location lovely staff and food,Good_review
9 9 rue de la Michodi re 2nd arr 75002 Paris France,5/15/2017,8.6,Golden Tulip Opera de Noailles, Switzerland ,823,56,9.6, excellente situation calme,Good_review
3 3 avenue Mac Mahon 17th arr 75017 Paris France,4/8/2017,8.4,Maison Albar H tel Paris Champs Elys es ex Mac Mahon , Saudi Arabia ,774,1,10.0, Everything was perfect Super good we loved it,Good_review
22 22 Portman Square Westminster Borough London W1H 7BG UK,9/13/2015,7.9,Radisson Blu Portman Hotel London, Italy ,2308,3,7.1, London zoo,Good_review
Gran Gran Via de les Corts Catalanes 644 Eixample 08007 Barcelona Spain,3/15/2016,9.2,Catalonia Passeig de Gr cia 4 Sup, Spain ,2116,3,10.0, Non functional towel rail in wet room Staff location decor,Good_review
22 22 Portman Square Westminster Borough London W1H 7BG UK,11/28/2015,7.9,Radisson Blu Portman Hotel London, United Kingdom ,2308,2,7.5, Very small bedroom with little storage available Excellent location friendly staff ,Good_review
Wibautstraat Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,6/4/2017,8.7,The Student Hotel Amsterdam City, United Kingdom ,7656,1,9.6, Location from everything walking distance  Everything,Good_review
5 5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB UK,12/20/2015,9.0,Radisson Blu Edwardian New Providence Wharf, United Kingdom ,1974,6,10.0, Little bit too hot Fantastick,Good_review
1 1 Addington Street Lambeth London SE1 7RY UK,1/6/2017,8.4,Park Plaza County Hall London, United Kingdom ,6117,3,7.5, Busy at breakfast time A good location nice rooms and people,Good_review
Via Via Santa Sofia 10 Milan City Center 20122 Milan Italy,11/15/2015,8.5,Uptown Palace, Jordan ,2901,36,9.6, Everything,Good_review
Tiefer Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,10/30/2016,8.9,Hotel Das Tigra, United States of America ,1817,1,9.2, Staff does not smile Very convenient ,Good_review
Via Via Cusani 13 Milan City Center 20121 Milan Italy,9/5/2015,8.8,UNA Hotel Cusani, Greece ,1606,17,8.3, Breakfast Very central position very clean,Good_review
Ronda Ronda Sant Pere 9 Eixample 08010 Barcelona Spain,2/26/2016,9.4,Catalonia Square 4 Sup, Lebanon ,1711,2,10.0, nothing perfect location and excellent service and facilities,Good_review
350 350 Oxford Street Westminster Borough London W1C 1BY UK,12/15/2016,8.1,Radisson Blu Edwardian Berkshire, Spain ,1600,1,9.2, Very expensive,Good_review
Royal Royal Victoria Dock Western Gateway Newham London E16 1AL UK,5/22/2016,8.8,Crowne Plaza London Docklands, United Kingdom ,2768,2,10.0, Room bed lovely Breakfast offer Bar Staff,Good_review
Vijzelstraat Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,9/27/2015,7.0,NH Carlton Amsterdam, United Kingdom ,4231,3,8.8, Location central to most things,Good_review
4 4 18 Harrington Gardens Kensington and Chelsea London SW7 4LH UK,2/27/2017,7.8,Millennium Gloucester Hotel London, Ireland ,5726,1,8.3, The bed was quite small the room was warm and comfortable,Good_review
Plaza Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain,8/3/2017,9.3,Olivia Plaza Hotel, Saudi Arabia ,2757,14,10.0, Nothing Excellent,Good_review
Leeuwendalersweg Leeuwendalersweg 21 Bos en Lommer 1055 JE Amsterdam Netherlands,11/7/2016,7.4,Best Western Blue Tower Hotel, United Kingdom ,3869,3,7.5, Bed was good LOCAL FACILITIES WERE GOOD,Good_review
30 30 Barkston Gardens Kensington and Chelsea London SW5 0EN UK,12/13/2015,8.6,Henley House Hotel, United Kingdom ,1179,6,10.0, Location great Very clean and nice environment,Good_review
Arlandaweg Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,2/14/2016,8.6,Urban Lodge Hotel, United Arab Emirates ,5018,5,9.2, Breakfast was same all the days,Good_review
30 30 John Islip St Westminster Borough London SW1P 4DD UK,12/5/2016,8.5,DoubleTree by Hilton London Westminster, United Kingdom ,3269,1,10.0, Whatever you wanted for breakfast was available,Good_review
Westminster Westminster Bridge Road Lambeth London SE1 7UT UK,5/24/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom ,12158,1,8.8, swimming pool was closed no compensation room was perfect,Good_review
35 35 Rue Benjamin Franklin 16th arr 75016 Paris France,5/20/2017,8.0,Eiffel Trocad ro, United Kingdom ,435,1,9.6, The location was exellent,Good_review
Euston Euston Road Camden London NW1 2AR UK,2/6/2017,8.8,St Pancras Renaissance Hotel London, United Kingdom ,2058,2,10.0, Everything about our staff was very enjoyable,Good_review
Stephansplatz Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,7/27/2016,9.0,DO CO Hotel Vienna, United States of America ,720,10,10.0, Nothing Everything,Good_review
5 5 rue Louis Codet 7th arr 75007 Paris France,9/12/2015,9.0,Le Cinq Codet, El Salvador ,1055,9,9.6, Rooms where a little small Location staff and facilities where great,Good_review
Westminster Westminster Bridge Road Lambeth London SE1 7UT UK,8/9/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom ,12158,5,7.9, Comfort,Good_review
Piazza Piazza Luigi di Savoia 20 Central Station 20124 Milan Italy,12/12/2016,8.7,Starhotels Anderson, Egypt ,2698,29,10.0, Every thing was excellent,Good_review
Piazza Piazza Lima 2 Central Station 20124 Milan Italy,12/13/2015,8.5,Best Western Plus Hotel Galles, Australia ,3550,8,9.6, Staff were fantastic especially the evening concierge,Good_review
20 20 Lavington Street Southwark London SE1 0NZ UK,8/16/2015,9.1,citizenM London Bankside, United Kingdom ,3802,6,10.0, room hot atmosphere happy,Good_review
1 1 2 Serjeant s Inn Fleet Street City of London London EC4Y 1LL UK,2/16/2016,9.2,Apex Temple Court Hotel, Spain ,2619,1,9.6, The great brithish breakfast,Good_review
116 116 Piccadilly Westminster Borough London W1J 7BJ UK,2/8/2017,8.1,The Athenaeum, United Kingdom ,364,82,10.0, Wonderful hotel Great staff Splendid rooms ,Good_review
Westminster Westminster Bridge Road Lambeth London SE1 7UT UK,6/21/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom ,12158,1,7.9, room close to corridor door so noisy,Good_review
Ronda Ronda Universitat 21 Eixample 08007 Barcelona Spain,6/23/2016,8.5,H10 Universitat, Georgia ,1403,6,10.0, Location was perfect,Good_review
5 5 rue des Capucines 1st arr 75001 Paris France,8/30/2015,8.6,H tel Mansart Esprit de France, United Kingdom ,611,2,7.9, Needs much better wifi in every room Location,Good_review
Gran Gran Via de les Corts Catalanes 668 Eixample 08010 Barcelona Spain,4/27/2017,9.4,Hotel Palace GL, United States of America ,1266,4,10.0, Main lobby decor seems dated Friendly staff,Good_review
Rennweg Rennweg 16 03 Landstra e 1030 Vienna Austria,12/15/2015,8.9,Austria Trend Hotel Savoyen Vienna, Germany ,4016,117,7.5, very close to point of interest,Good_review
20 20 Lavington Street Southwark London SE1 0NZ UK,5/5/2017,9.1,citizenM London Bankside, United Kingdom ,3802,1,10.0, Hmmm got me there clean functional luxury,Good_review
53 53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB UK,8/22/2016,7.1,BEST WESTERN Maitrise Hotel Maida Vale, Thailand ,1877,7,8.3, Great Location,Good_review
30 30 John Islip St Westminster Borough London SW1P 4DD UK,8/20/2016,8.5,DoubleTree by Hilton London Westminster, United Kingdom ,3269,3,10.0, Good location excellent all round,Good_review
Gro Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,7/4/2017,8.1,Hotel Vienna, Portugal ,1044,7,7.1, room without air conditioned  room size,Good_review
354 354 Queenstown Road Battersea London SW8 4AE UK,11/30/2015,8.6,Pestana Chelsea Bridge Hotel Spa, United Kingdom ,1686,1,10.0, Everything great customerservice,Good_review
25 25 Courtfield Gardens Kensington and Chelsea London SW5 0PG UK,9/27/2015,9.0,The Nadler Kensington, Ireland ,1209,11,7.1, expensive no facilities not even breakfast Friendly and clean with good internet,Good_review
Piazza Piazza Luigi di Savoia 6 Central Station 20124 Milan Italy,9/4/2015,8.4,Hotel Michelangelo, Qatar ,3510,9,10.0, Awesome room,Good_review
Sabino Sabino de Arana 22 24 Les Corts 08028 Barcelona Spain,4/8/2017,8.6,Catalonia Rigoletto, United Kingdom ,1562,1,8.3, Quite small and basic hotel Great location for Nou Camp,Good_review
Pallars Pallars 121 125 Sant Mart 08018 Barcelona Spain,3/19/2017,8.0,Hotel Spa Villa Olimpica Suites, South Africa ,3565,2,7.5, Parking All over very good,Good_review
Westminster Westminster Bridge Road Lambeth London SE1 7UT UK,5/26/2016,8.7,Park Plaza Westminster Bridge London, United Kingdom ,12158,1,8.8, I left my boxers ,Good_review
71 71 Rue de Charonne 11th arr 75011 Paris France,3/4/2017,8.9,H tel Exquis by Elegancia, New Zealand ,920,3,10.0, Friendly staff,Good_review
88 88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,5/10/2017,8.4,Best Western Premier Faubourg 88, Romania ,728,1,9.2, Friendly staff Good location,Good_review
Holland Holland Park Avenue Kensington and Chelsea London W11 4UL UK,4/25/2017,7.8,Hilton London Kensington Hotel, United Kingdom ,3801,1,7.1, Poor room for the Hilton,Good_review
92 92 rue de Vaugirard 6th arr 75006 Paris France,2/7/2016,8.1,Holiday Inn Paris Saint Germain des Pr s, Ireland ,1407,1,7.5, Communication with customer  Facilities nice ,Good_review
31 31 Great Cumberland Place Westminster Borough London W1H 7TA UK,5/11/2017,8.1,The Marble Arch London, United Kingdom ,1567,1,8.8, There should be provision for lunch Courteous staff,Good_review
10 10 Carlisle Street Westminster Borough London W1D 3BR UK,6/14/2016,9.0,The Nadler Soho, Switzerland ,1394,25,9.6, Perfect location,Good_review
25 25 Rue Vernet 8th arr 75008 Paris France,1/29/2016,8.6,H tel Vernet, Russia ,473,1,9.2, WI fi worked very poor Very nice professional stuff Good foods,Good_review
4 4 Rue La Boetie 8th arr 75008 Paris France,8/1/2017,8.7,Hotel Park Lane Paris, New Zealand ,824,3,8.8, Size of room,Good_review
26 26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ UK,5/26/2016,7.5,Mayflower Hotel Apartments, United Kingdom ,2197,29,7.5, Very good,Good_review
41 41 Rue Des Ecoles 5th arr 75005 Paris France,2/4/2017,8.1,Villa Panth on, Ireland ,1374,2,10.0, Very nice hotel Quiet at night ,Good_review
5 5 Olympic Way Wembley Brent London HA9 0NP UK,1/26/2016,8.9,Novotel London Wembley, United Kingdom ,2924,1,10.0, Nothing I didn t like Staff were excellent helpful and approachable,Good_review
Paseo Paseo de Gracia 73 Eixample 08008 Barcelona Spain,9/29/2015,8.7,Condes de Barcelona, United States of America ,1319,7,8.3, Rooms could be better soundproofed  Good location comfortable room,Good_review
Piazza Piazza Fontana 3 Milan City Center 20122 Milan Italy,5/19/2016,8.6,Rosa Grand Milano Starhotels Collezione, Saudi Arabia ,4000,7,10.0, Nothing Everything Strongly recommended,Good_review
152 152 Cricklewood Broadway Cricklewood London NW2 3ED UK,11/25/2016,8.0,Clayton Crown Hotel London, United Kingdom ,2491,1,10.0, Tea and coffee were limited Slow service buffet style would be better,Good_review
Western Western Gateway Newham London E16 1FA UK,4/18/2017,8.1,Good Hotel London, United Kingdom ,1018,1,10.0, Expensive continental breakfast Staff were great location was good,Good_review
Plaza Plaza Paisos Catalans s n Sants Montju c 08014 Barcelona Spain,11/20/2016,8.6,Barcel Sants, United States of America ,4379,2,10.0, There was nothing we did not like,Good_review
Leidsekade Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands,5/31/2017,8.5,Hampshire Hotel Amsterdam American, U S Virgin Islands ,4032,1,7.1, The people not very helpful,Good_review
97 97 Great Russell Street Bloomsbury Camden London WC1B 3LB UK,3/7/2016,8.2,Radisson Blu Edwardian Kenilworth, United Kingdom ,2011,1,7.9, Room 620 a bit small Very good restauarnt and staff,Good_review
Diputacion Diputacion 250 Eixample 08007 Barcelona Spain,12/15/2015,8.6,Petit Palace Museum, Israel ,1594,3,9.2, Great location helpfull staff,Good_review
58 58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE UK,1/28/2017,8.6,Dorsett Shepherds Bush, Thailand ,2890,1,7.9, Very bad staff,Good_review
21 21 Piccadilly Westminster Borough London W1J 0BH UK,4/24/2016,7.6,Le Meridien Piccadilly, United Kingdom ,817,1,7.9, Noisey floor in bedroom Superb location,Good_review
626 626 Chiswick High St Chiswick London W4 5RY UK,5/13/2016,8.5,Clayton Hotel Chiswick, United Kingdom ,1944,5,8.8, Shower pressure Great room very comfortable,Good_review
Apollolaan Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,3/20/2017,7.5,Best Western Delphi Hotel, United Kingdom ,372,1,9.2, The communal coffee area ,Good_review
La La Rambla 105 Ciutat Vella 08002 Barcelona Spain,5/19/2017,8.9,Hotel Bagu s, United Kingdom ,390,3,8.8, Lack of coffee shop menu  Very good standard friendly helpful staff ,Good_review
Bergara Bergara 11 Eixample 08002 Barcelona Spain,1/31/2016,8.6,Catalonia Plaza Catalunya, United Kingdom ,4153,2,9.6, Great location ,Good_review
43 43 51 Wembley Hill Road Brent London HA9 8AU UK,4/28/2016,8.9,St George s Hotel Wembley, Nigeria ,2274,1,8.3, Acess for parking and payment for guests The rooms on first floor breakfast good,Good_review
Dorotheergasse Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,2/21/2016,8.6,Graben Hotel, France ,657,6,9.2, Nothing I can think of  Very central Excellent breakfast good room ,Good_review
85 85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,8/21/2016,9.4,La Chambre du Marais, Netherlands ,301,2,9.6, Nothing Excellent service level,Good_review
252 252 High Holborn Holborn Camden London WC1V 7EN UK,2/13/2017,9.4,Rosewood London, United Kingdom ,1008,2,10.0, Nothing  Everything ,Good_review
1 1 Waterview Drive Greenwich London SE10 0TW UK,7/26/2016,9.4,Intercontinental London The O2, United Kingdom ,4204,1,10.0, Liked everything The whole stay thank you,Good_review
Rilke Rilke Platz 7 04 Wieden 1040 Vienna Austria,2/23/2016,9.0,Saint SHERMIN bed breakfast champagne, United Kingdom ,651,2,9.6, Large spacious unique rooms ,Good_review
35 35 Rue De Berri 8th arr 75008 Paris France,12/28/2016,8.7,H tel Champs lys es Plaza, Iran ,343,39,10.0, nice and old,Good_review
Getreidemarkt Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,11/6/2016,8.5,Mercure Secession Wien, Canada ,753,8,9.2, The buffet breakfast was wonderful,Good_review
2 2 8 Hanger Lane Ealing Common London W5 3HN UK,7/5/2017,8.4,DoubleTree by Hilton London Ealing, United Kingdom ,1494,3,8.3, Expensive car parking should be free Soft pillows,Good_review
Gran Gran Via de les Corts Catalanes 668 Eixample 08010 Barcelona Spain,12/5/2015,9.4,Hotel Palace GL, Jordan ,1266,28,10.0, Great style and superior location,Good_review
22 22 Hertsmere Road Tower Hamlets London E14 4ED UK,11/7/2016,8.9,London Marriott Hotel West India Quay, United Kingdom ,2836,1,10.0, Nothing Everything,Good_review
Paseo Paseo de Gracia 73 Eixample 08008 Barcelona Spain,4/15/2016,8.7,Condes de Barcelona, United Kingdom ,1319,11,8.3, Cleanliness,Good_review
Belgrove Belgrove Street Camden London WC1H 8AB UK,9/15/2016,8.8,Megaro Hotel, United Kingdom ,1803,6,10.0, Nothing that we didn t like Great room and great location,Good_review
181 181 Cromwell Road Kensington and Chelsea London SW5 0SF UK,4/28/2016,8.6,The Rockwell, United Kingdom ,1470,1,9.6, No Location quiet and staff very friendly,Good_review
Via Via Morigi 2 Milan City Center 20123 Milan Italy,5/26/2016,7.4,Hotel Mentana, France ,974,13,7.5, wifi is not always accessible free breakfast,Good_review
Enric Enric Granados 62 64 Eixample 08008 Barcelona Spain,4/28/2017,8.8,H10 Art Gallery 4 Sup, United Kingdom ,1693,1,9.6, Staff very friendly and helpful,Good_review
55 55 61 Westbourne Terrace Westminster Borough London W2 3UY UK,2/25/2017,7.3,Shaftesbury Premier London Paddington, United Kingdom ,3609,3,10.0, Nothing Staff amazing room lovely thank you,Good_review
8 8 Northumberland Avenue Westminster Borough London WC2N 5BY UK,9/10/2015,8.3,The Grand at Trafalgar Square, United Kingdom ,1592,1,7.5, Poor in room breakfast options Room was brilliant as was the wifi,Good_review
34 34 Lombard Road Battersea London SW11 3RF UK,6/25/2017,8.0,Rafayel Hotel Spa, United Kingdom ,1378,3,8.8, Great bathroom cool shower ,Good_review
Rathausstra Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,6/17/2016,8.5,Austria Trend Hotel Rathauspark Wien, Turkey ,1884,7,10.0, The bathroom was too small The high ceiling,Good_review
39 39 Coventry Street Westminster Borough London W1D 6BZ UK,2/26/2016,8.8,every hotel Piccadilly, United Kingdom ,1685,1,9.6, Nothing Excellent location and friendly staff,Good_review
2 2 8 Great Suffolk Street Southwark London SE1 0UG UK,2/20/2017,9.3,Hilton London Bankside, United Kingdom ,2319,1,9.6, The rooms are amazing ,Good_review
11 11 15 Rue De Lyon 12th arr 75012 Paris France,9/2/2016,8.3,Holiday Inn Paris Gare de Lyon Bastille, Bahrain ,2200,1,7.5, Location,Good_review
1 1 Waterview Drive Greenwich London SE10 0TW UK,12/16/2016,9.4,Intercontinental London The O2, United Kingdom ,4204,1,10.0, perfect,Good_review
22 22 Hertsmere Road Tower Hamlets London E14 4ED UK,10/11/2015,8.9,London Marriott Hotel West India Quay, United Kingdom ,2836,16,10.0, Nothing Everything ,Good_review
Royal Royal Victoria Dock Western Gateway Newham London E16 1AL UK,7/9/2017,8.8,Crowne Plaza London Docklands, United Kingdom ,2768,4,9.6, Bar service bit slow when busy Spa facilities,Good_review
78 78 82 Westbourne Terrace Westminster Borough London W2 6QA UK,12/29/2016,7.5,Park Grand London Hyde Park, United Kingdom ,1891,6,9.6, the staff are very cooperative,Good_review
Spuistraat Spuistraat 288 292 Amsterdam City Center 1012 VX Amsterdam Netherlands,10/9/2016,8.2,NH City Centre Amsterdam, United Kingdom ,3417,2,8.3, Small rooms Location,Good_review
Passeig Passeig de Gracia 84 Eixample 08008 Barcelona Spain,1/5/2016,8.6,Royal Passeig de Gracia, Philippines ,3823,6,8.3, It had no bathroom door Great area,Good_review
La La Rambla 109 Ciutat Vella 08002 Barcelona Spain,7/28/2016,9.2,Hotel 1898, United Kingdom ,1436,2,9.2, Prices of drinks on the rooftop terrace Fantastic beds,Good_review
Empire Empire Way Wembley Brent London HA9 8DS UK,4/16/2016,8.3,Holiday Inn London Wembley, United Kingdom ,3469,5,8.8, Car parking charges Location,Good_review
58 58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE UK,3/9/2017,8.6,Dorsett Shepherds Bush, Ireland ,2890,9,10.0, Nothing Ambience,Good_review
10a 10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL UK,4/25/2017,8.7,Holiday Inn London Stratford City, United Kingdom ,2130,7,9.2, Price was quite expensive Extremely clean and tidy very happy staff,Good_review
South South Quay Marsh Wall Tower Hamlets London E14 9SH UK,8/9/2015,9.0,Hilton London Canary Wharf, United Kingdom ,3040,1,9.6, Enjoyed the stay very comfortable,Good_review
22 22 Portman Square Westminster Borough London W1H 7BG UK,9/16/2016,7.9,Radisson Blu Portman Hotel London, United Kingdom ,2308,2,9.2, Did not like visit of Mosquitos Bed was brilliant,Good_review
24 24 rue de Ponthieu 8th arr 75008 Paris France,12/7/2016,8.1,H tel Beauchamps, United Arab Emirates ,1463,22,8.8, Location Staff,Good_review
6 6 Holywell Lane Hackney London EC2A 3ET UK,9/9/2016,9.1,citizenM London Shoreditch, United Kingdom ,2113,1,9.2, Towels were extra fluffy ,Good_review
Excel Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH UK,5/31/2016,8.4,DoubleTree By Hilton London Excel, Croatia ,2726,1,10.0, All was excellent,Good_review
Westside Westside Wimbledon Common Wimbledon London SW19 4UE UK,8/23/2016,8.4,Hotel du Vin Cannizaro House Wimbledon, United Kingdom ,476,10,10.0, Nothing really Room excellent and breakfast too,Good_review
De De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,3/17/2017,8.9,Jaz Amsterdam, Spain ,7108,18,9.2, No closets in the room Great breakfast Walking distance from public transport,Good_review
10a 10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL UK,6/3/2017,8.7,Holiday Inn London Stratford City, Saudi Arabia ,2130,5,8.3, Elevator access always requires room card swiping Friendly staff,Good_review
Rotenturmstra Rotenturmstra e 15 01 Innere Stadt 1010 Vienna Austria,5/24/2017,8.7,Hotel Lam e, Australia ,866,11,9.2, Location is perfect ,Good_review
17 17 bis rue Am lie 7th arr 75007 Paris France,3/23/2016,8.5,Le 7 Eiffel Hotel, Thailand ,316,1,10.0, Wifi Location comfort bed,Good_review
34 34 Norfolk Place Paddington Westminster Borough London W2 1QW UK,9/10/2015,7.9,Norfolk Towers Paddington, Canada ,4065,15,7.1, Room very small Cruiseships are bigger Location modern and clean,Good_review
68 68 Regent Street West End Mayfair Westminster Borough London W1B 4DY UK,3/21/2017,9.3,Hotel Cafe Royal, Israel ,1128,2,10.0, quiet comfortable great design ,Good_review
Taborstra Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,1/27/2017,9.1,Hotel Stefanie, United Kingdom ,3883,2,10.0, It was nothing to dislike Comfortable hotel with friendly staff ,Good_review
Ferdinand Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,11/15/2015,8.9,Hotel Okura Amsterdam, Netherlands ,2295,1,7.5, Wonderfull japanese dinner,Good_review
8 8 12 Manchester Street Westminster Borough London W1U 4DG UK,8/13/2016,8.8,Ten Manchester Street Hotel, United Kingdom ,478,11,8.8, Don t like the hidden extra fee The staff are excellent,Good_review
265 265 Rotherhithe Street Southwark London SE16 5HW UK,8/13/2015,8.1,DoubleTree by Hilton London Docklands Riverside, Australia ,3826,3,8.8, Lack of fridge in room,Good_review
Fulham Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS UK,3/9/2017,8.2,Millennium Copthorne Hotels at Chelsea Football Club, South Africa ,1842,1,7.1, Quality of shower was pathetic Position,Good_review
Pallars Pallars 128 130 Sant Mart 08018 Barcelona Spain,8/12/2016,7.9,Sall s Hotel Pere IV, United States of America ,3130,1,8.3, Location  Staff helpfulness breakfast price ,Good_review
Coram Coram Street Camden London WC1N 1HT UK,3/14/2017,8.2,Holiday Inn London Bloomsbury, India ,2995,1,10.0, All Good,Good_review
9 9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD UK,5/1/2016,8.6,Radisson Blu Edwardian Bloomsbury Street, United Kingdom ,1641,5,7.1, Resturant Location,Good_review
Stadhouderskade Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,1/21/2016,8.3,Park Hotel, United Kingdom ,2027,10,7.5, bit noisy location,Good_review
5 5 Olympic Way Wembley Brent London HA9 0NP UK,1/28/2016,8.9,Novotel London Wembley, United Kingdom ,2924,17,9.2, Breakfast option is expensive 16 50  Very comfy bed and quiet room,Good_review
Aribau Aribau 54 Eixample 08011 Barcelona Spain,5/27/2017,8.5,Cram, United Arab Emirates ,778,1,8.3, Nearest tram about 15 mins walk Room service balcony quietness of hotel,Good_review
Pelai Pelai 28 Ciutat Vella 08002 Barcelona Spain,3/7/2017,8.6,Catalonia Ramblas 4 Sup, United Kingdom ,4276,4,10.0, Nothing Everything,Good_review
No No 1 Seething Lane City of London London EC3N 4AX UK,2/20/2017,9.0,Apex City Of London Hotel, United Kingdom ,2750,1,10.0, Nothing everyone was amazing Everything it was amazing,Good_review
8 8 Northumberland Avenue Westminster Borough London WC2N 5BY UK,12/15/2015,8.5,Club Quarters Hotel Trafalgar Square, United Kingdom ,2494,1,9.6, Quiet bedroom Staff were helpful,Good_review
Pla Pla a Rosa dels Vents 1 Passeig Joan de Borbo Ciutat Vella 08039 Barcelona Spain,10/1/2015,8.5,W Barcelona, United Arab Emirates ,2708,19,9.2, None  Facilities location athmosphier customer service ,Good_review
160 160 Rue La Fayette 10th arr 75010 Paris France,4/23/2017,8.6,H tel Hor, United Arab Emirates ,1090,3,7.9, parking everything was good,Good_review
Piet Piet Heinkade 11 Zeeburg 1019 BR Amsterdam Netherlands,3/12/2017,8.4,M venpick Hotel Amsterdam City Centre, United Kingdom ,1925,1,9.2, Only 30mins free wifi Room service was fast,Good_review
12 12 rue Saint Didier 16th arr 75016 Paris France,10/3/2015,8.5,Garden Elys e, China ,378,4,8.3, room is too small,Good_review
Holland Holland Park Avenue Kensington and Chelsea London W11 4UL UK,1/2/2017,7.8,Hilton London Kensington Hotel, United Kingdom ,3801,9,7.9, Very very tired exec lounge Nice room Food lovely,Good_review
Moll Moll de Barcelona WTC Ciutat Vella 08039 Barcelona Spain,12/4/2016,8.5,Eurostars Grand Marina Hotel GL, United States of America ,4559,3,10.0, Serives Every thing,Good_review
5 5 Olympic Way Wembley Brent London HA9 0NP UK,2/14/2016,8.9,Novotel London Wembley, United Kingdom ,2924,26,9.6, Limited food choices Upgrade on arrival,Good_review
18 18 21 Charterhouse Square Islington London EC1M 6AH UK,10/17/2016,8.7,Malmaison London, United Kingdom ,1374,1,9.6, ink,Good_review
